,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-0.3262905369764848,0.06386466014070437,0.10340626653660771,0.04117997619049055,0.05131061068816297,0.04006863997062407,0.04684807715133266,0.08156617986767323,0.058135977991520454,0.09950914597443762,0.04613956192903585,0.04769404850767264,0.03001599075758849,0.05923332606752515,0.036405314940875545,0.060371904838315144,0.061169789880360065,0.06070132217442373
1,0.06386466014070437,-0.30838653206976474,0.08745473985365083,0.02956617422502155,0.03860945860444515,0.03558800690089744,0.055313646293399805,0.08795521153097378,0.06974415071204741,0.13433734663528238,0.05323484438392348,0.05623098170290403,0.07716351284686576,0.04112494550264629,0.026596266209452078,0.04447272215473684,0.04587012122855846,0.04413161104785769
2,0.10340626653660771,0.08745473985365074,-0.5779253741501984,0.057196987951794745,0.07068025248280356,0.05714491347695145,0.06784278157613727,0.1129529734122313,0.08378144701685307,0.12694330965144848,0.07163961781522696,0.0675490876808068,0.04181244497814123,0.07436464560510553,0.0527645845290169,0.08034232785032601,0.07688153629876975,0.0823388706807271
3,0.041179976190490596,0.029566174225021502,0.057196987951794745,-0.22246563353220683,0.042759363347091045,0.019387086375345315,0.04350970924818366,0.06358884857661032,0.047021485895687366,0.038270301378847654,0.04848144965602866,0.04636239648658617,0.01786145507330709,0.025842276072984297,0.006246161907216792,0.014419908501090638,0.029901149656955252,0.031608315911434204
4,0.051310610688162867,0.03860945860444515,0.07068025248280366,0.042759363347090996,-0.2117255531151292,0.024822634324788692,0.01661094577044469,0.048830496396044615,0.02580687145281566,0.07010041177634561,0.021269472131745855,0.01730003256844226,0.011544716352737695,0.051829078111602346,0.030154036888590814,0.04662491019844669,0.047551632614326995,0.048582713510420455
5,0.04006863997062404,0.035588006900897334,0.05714491347695147,0.019387086375345267,0.02482263432478877,-0.3365145135733525,0.026674341257459044,0.047821394880121305,0.03806408428417169,0.05568426924517462,0.026451962702154712,0.026364471555402016,0.017859917659208566,0.03179807376308265,0.014044214432122719,0.02170596186308872,0.02737258905371973,0.03051702772183693
6,0.04684807715133263,0.05531364629339976,0.0678427815761372,0.04350970924818366,0.016610945770444766,0.02667434125745914,-0.4007592349157916,0.11331939735489842,0.10490110917013268,0.05599515765698052,0.084121303070327,0.11359502668328202,0.039132519717605466,0.016912909908915436,0.003853164705860612,0.010637979384854779,0.026589804132997125,0.019718219360932432
7,0.08156617986767323,0.08795521153097373,0.1129529734122312,0.06358884857661032,0.048830496396044615,0.047821394880121354,0.11331939735489842,-0.6127876624126056,0.13774922660767963,0.10361836126317013,0.10665312031913292,0.11933577286917973,0.047827135811632004,0.05938320111313771,0.031652025751286325,0.05354758541304664,0.06854859638689008,0.06312264008620952
8,0.058135977991520454,0.06974415071204737,0.08378144701685307,0.047021485895687415,0.02580687145281561,0.03806408428417174,0.10490110917013268,0.1377492266076797,-0.4828723989104553,0.07188641806605794,0.09057956403826374,0.10192512422068795,0.04217881987085286,0.02880965281863585,0.012400863503794903,0.021685266691787497,0.04023553181165952,0.032286518800979595
9,0.09950914597443762,0.13433734663528238,0.12694330965144848,0.038270301378847654,0.07010041177634571,0.05568426924517459,0.05599515765698045,0.10361836126317032,0.07188641806605799,-0.3661629830893611,0.05359553565576035,0.05602172379478773,0.06272886340280752,0.07254833777077059,0.05386121139289468,0.08725543496582563,0.07544442714520826,0.07755069280413299
10,0.04613956192903582,0.05323484438392348,0.07163961781522693,0.04848144965602866,0.021269472131745928,0.02645196270215476,0.084121303070327,0.10665312031913286,0.09057956403826374,0.053595535655760376,-0.3772792132372351,0.08449489344177812,0.04004294455325118,0.02414655533098083,0.005701166892203519,0.014052906102791344,0.02911431168399618,0.023958985264358985
11,0.04769404850767264,0.05623098170290403,0.0675490876808068,0.04636239648658612,0.017300032568442307,0.026364471555402065,0.11359502668328202,0.11933577286917968,0.10192512422068795,0.056021723794787835,0.08449489344177812,-0.3956711444257759,0.03908057731427597,0.019033019681163815,0.003533825609035911,0.010028314005362157,0.02890907090511785,0.02287316776876875
12,0.030015990757588443,0.0771635128468657,0.04181244497814123,0.01786145507330709,0.011544716352737695,0.017859917659208618,0.039132519717605466,0.047827135811632004,0.04217881987085291,0.06272886340280752,0.04004294455325118,0.039080577314275944,-0.14275779513674625,0.013606484067351123,0.005409585616318176,0.010519620435065836,0.017004064633698954,0.012856071440980246
13,0.05923332606752515,0.04112494550264619,0.07436464560510542,0.025842276072984244,0.05182907811160225,0.031798073763082524,0.01691290990891546,0.059383201113137614,0.02880965281863585,0.07254833777077059,0.024146555330980854,0.019033019681163863,0.013606484067351123,-0.27718179942111565,0.03000937125886807,0.046450968514930975,0.09092933115550686,0.0960316097719826
14,0.036405314940875545,0.026596266209452078,0.0527645845290169,0.006246161907216842,0.030154036888590814,0.014044214432122719,0.003853164705860538,0.03165202575128623,0.012400863503794855,0.05386121139289468,0.005701166892203544,0.00353382560903596,0.005409585616318176,0.03000937125886807,-0.10194157217019217,0.03504969487135318,0.027249512814835834,0.030664150201661133
15,0.060371904838315144,0.044472722154736744,0.08034232785032591,0.014419908501090638,0.04662491019844669,0.021705961863088746,0.010637979384854754,0.053547585413046744,0.021685266691787546,0.08725543496582563,0.01405290610279137,0.010028314005362157,0.010519620435065836,0.046450968514930975,0.03504969487135318,-0.1820140286741303,0.04464961255764704,0.050015174445989054
16,0.061169789880360065,0.04587012122855835,0.07688153629876975,0.029901149656955252,0.04755163261432709,0.027372589053719705,0.02658980413299715,0.06854859638688998,0.04023553181165952,0.07544442714520826,0.029114311683996204,0.02890907090511785,0.017004064633699006,0.09092933115550686,0.027249512814835935,0.04464961255764694,-0.24030840457200142,0.08895822482124055
17,0.06070132217442373,0.04413161104785769,0.0823388706807271,0.031608315911434155,0.04858271351042065,0.030517027721836905,0.019718219360932456,0.06312264008620952,0.032286518800979595,0.07755069280413299,0.02395898526435911,0.022873167768768847,0.012856071440980197,0.0960316097719826,0.030664150201661036,0.050015174445989054,0.08895822482124055,-0.23061560840545337
